test,t,set_L,set_R,vel_L,vel_R
stop,25.6084,0.0,0.0,0.0,0.0
stop,25.6297,0.0,0.0,0.0,0.0
stop,25.6504,0.0,0.0,0.0,0.0
stop,25.671,0.0,0.0,0.0,0.0
stop,25.6923,0.0,0.0,0.0,0.0
stop,25.713,0.0,0.0,0.0,0.0
stop,25.7335,0.0,0.0,0.0,0.0
stop,25.7548,0.0,0.0,0.0,0.0
stop,25.7755,0.0,0.0,0.0,0.0
stop,25.7959,0.0,0.0,0.0,0.0
stop,25.8172,0.0,0.0,0.0,0.0
stop,25.8379,0.0,0.0,0.0,0.0
stop,25.8584,0.0,0.0,0.0,0.0
stop,25.8798,0.0,0.0,0.0,0.0
stop,25.9005,0.0,0.0,0.0,0.0
stop,25.921,0.0,0.0,0.0,0.0
stop,25.9423,0.0,0.0,0.0,0.0
stop,25.9629,0.0,0.0,0.0,0.0
stop,25.9834,0.0,0.0,0.0,0.0
stop,26.0047,0.0,0.0,0.0,0.0
stop,26.0254,0.0,0.0,0.0,0.0
